RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,SyntheticFirstName,CustomerFullName,CountryISO2,Locale,TimeZone,LocalCurrency,Region,City,PostalCode,StreetAddress,PhoneCountryCode,SyntheticPhone,SyntheticEmail,CustomerAgeGroup
3978.0,15813894,Bogle,620.0,Spain,Male,21,9.0,0.0,2.0,0.0,0.0,154882.79,0.0,Daniel,Daniel Bogle,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Valencia,46001,171 Plaza Gran Vía,+34,+34 767 152 125,daniel.bogle.3894@es.demo-bank.example,18-24
3979.0,15669490,Ifeanacho,837.0,Germany,Male,37,6.0,94001.61,2.0,1.0,0.0,140723.05,0.0,Leon,Leon Ifeanacho,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Düsseldorf,40213,HauptStraße 29,+49,+49 162 3287095,leon.ifeanacho.9490@de.demo-bank.example,35-44
3980.0,15783030,Owens,685.0,France,Female,40,7.0,0.0,1.0,1.0,0.0,72852.74,1.0,Léa,Léa Owens,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,165 Boulevard Carnot,+33,+33 6 65 71 47 22,lea.owens.3030@fr.demo-bank.example,35-44
3981.0,15695792,Ch'ien,673.0,France,Male,65,0.0,0.0,1.0,1.0,1.0,85733.33,0.0,Nicolas,Nicolas Ch'ien,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Nice,06000,36 Rue Pasteur,+33,+33 7 18 55 16 19,nicolas.ch.ien.5792@fr.demo-bank.example,65+
3982.0,15575676,Chung,638.0,France,Male,24,1.0,0.0,2.0,0.0,1.0,162597.15,0.0,Jules,Jules Chung,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,195 Rue Jean Jaurès,+33,+33 6 59 23 88 66,jules.chung.5676@fr.demo-bank.example,18-24
3983.0,15627665,Sung,614.0,France,Male,46,4.0,0.0,1.0,1.0,0.0,74379.57,1.0,Arthur,Arthur Sung,FR,fr_FR,Europe/Paris,EUR,Grand Est,Strasbourg,67000,70 Avenue de la République,+33,+33 6 32 12 23 95,arthur.sung.7665@fr.demo-bank.example,45-54
3984.0,15814092,Wang,626.0,France,Female,44,2.0,0.0,1.0,0.0,1.0,173117.22,1.0,Léa,Léa Wang,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,29 Boulevard Jean Jaurès,+33,+33 6 92 43 24 64,lea.wang.4092@fr.demo-bank.example,35-44
3985.0,15695225,Sun,834.0,Spain,Male,38,8.0,0.0,2.0,1.0,1.0,66485.26,0.0,Pablo,Pablo Sun,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Valencia,46001,90 Plaza del Sol,+34,+34 766 288 087,pablo.sun.5225@es.demo-bank.example,35-44
3986.0,15615091,Maitland,691.0,France,Male,24,6.0,0.0,2.0,1.0,1.0,92811.2,0.0,Thomas,Thomas Maitland,FR,fr_FR,Europe/Paris,EUR,Nouvelle-Aquitaine,Bordeaux,33000,43 Rue Victor Hugo,+33,+33 7 04 07 53 36,thomas.maitland.5091@fr.demo-bank.example,18-24
3987.0,15794345,Ma,706.0,Spain,Male,38,8.0,0.0,2.0,0.0,1.0,46635.11,0.0,Álvaro,Álvaro Ma,ES,es_ES,Europe/Madrid,EUR,Community of Madrid,Madrid,28001,166 Paseo Real,+34,+34 759 731 265,alvaro.ma.4345@es.demo-bank.example,35-44
3988.0,15726484,Pollard,633.0,France,Male,37,7.0,141546.35,1.0,1.0,1.0,124830.11,0.0,Nathan,Nathan Pollard,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,196 Rue Voltaire,+33,+33 7 34 26 33 82,nathan.pollard.6484@fr.demo-bank.example,35-44
3989.0,15650442,Hsieh,644.0,Germany,Female,32,8.0,141528.88,1.0,1.0,1.0,167087.34,1.0,Clara,Clara Hsieh,DE,de_DE,Europe/Berlin,EUR,Bavaria,Munich,80331,KirchPlatz 70,+49,+49 173 3578223,clara.hsieh.0442@de.demo-bank.example,25-34
3990.0,15714256,Gerasimov,666.0,France,Male,30,7.0,109805.3,1.0,0.0,1.0,163625.56,0.0,Antoine,Antoine Gerasimov,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,193 Allée Victor Hugo,+33,+33 6 84 45 46 87,antoine.gerasimov.4256@fr.demo-bank.example,25-34
3991.0,15778752,Johnson,708.0,France,Male,32,10.0,86614.06,2.0,1.0,1.0,172129.26,0.0,Nicolas,Nicolas Johnson,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,33 Allée des Lilas,+33,+33 6 19 55 80 87,nicolas.johnson.8752@fr.demo-bank.example,25-34
3992.0,15601659,Fiorentino,496.0,Germany,Female,59,7.0,91680.1,2.0,1.0,0.0,163141.18,1.0,Anna,Anna Fiorentino,DE,de_DE,Europe/Berlin,EUR,Bavaria,Munich,80331,KirchPlatz 41,+49,+49 171 4353796,anna.fiorentino.1659@de.demo-bank.example,55-64
3993.0,15602811,Chioke,730.0,Germany,Male,38,0.0,38848.19,2.0,0.0,0.0,94003.11,0.0,Felix,Felix Chioke,DE,de_DE,Europe/Berlin,EUR,Saxony,Leipzig,04109,GoethePlatz 115,+49,+49 163 4885315,felix.chioke.2811@de.demo-bank.example,35-44
3994.0,15779414,Rossi,696.0,Spain,Male,40,3.0,153639.11,1.0,1.0,1.0,138351.68,0.0,Mateo,Mateo Rossi,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Alicante,03001,95 Paseo de la Constitución,+34,+34 724 894 326,mateo.rossi.9414@es.demo-bank.example,35-44
3995.0,15763097,Siciliano,809.0,Spain,Male,80,8.0,0.0,2.0,0.0,1.0,34164.05,0.0,Leo,Leo Siciliano,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Alicante,03001,105 Plaza Gran Vía,+34,+34 674 237 094,leo.siciliano.3097@es.demo-bank.example,65+
3996.0,15633666,Efremov,701.0,Spain,Female,33,7.0,123870.07,1.0,1.0,0.0,97794.71,0.0,Lucía,Lucía Efremov,ES,es_ES,Europe/Madrid,EUR,Basque Country,Bilbao,48001,183 Avenida Cervantes,+34,+34 749 461 133,lucia.efremov.3666@es.demo-bank.example,25-34
3997.0,15718789,Brigstocke,604.0,France,Male,30,5.0,0.0,2.0,1.0,0.0,75786.55,0.0,Gabriel,Gabriel Brigstocke,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,96 Rue de la République,+33,+33 7 55 44 64 21,gabriel.brigstocke.8789@fr.demo-bank.example,25-34
3998.0,15690620,Olisaemeka,665.0,France,Male,39,10.0,46323.57,1.0,1.0,0.0,136812.02,0.0,Antoine,Antoine Olisaemeka,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,176 Boulevard du Moulin,+33,+33 6 04 90 65 61,antoine.olisaemeka.0620@fr.demo-bank.example,35-44
3999.0,15737071,Tang,639.0,France,Female,60,5.0,162039.78,1.0,1.0,1.0,84361.72,1.0,Sarah,Sarah Tang,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,70 Allée de la Paix,+33,+33 7 84 01 09 92,sarah.tang.7071@fr.demo-bank.example,55-64
4000.0,15665062,Lucchese,696.0,France,Male,19,1.0,110928.51,1.0,1.0,1.0,2766.63,0.0,Nathan,Nathan Lucchese,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,66 Allée du Moulin,+33,+33 7 60 18 62 18,nathan.lucchese.5062@fr.demo-bank.example,18-24
4001.0,15600692,West,520.0,France,Male,38,5.0,0.0,2.0,1.0,0.0,163185.76,0.0,Gabriel,Gabriel West,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,4 Allée Voltaire,+33,+33 6 59 72 83 88,gabriel.west.0692@fr.demo-bank.example,35-44
4002.0,15792064,Pai,545.0,Germany,Male,53,5.0,114421.55,1.0,1.0,0.0,180598.28,1.0,Noah,Noah Pai,DE,de_DE,Europe/Berlin,EUR,Hesse,Frankfurt am Main,60311,KirchStraße 189,+49,+49 157 6381428,noah.pai.2064@de.demo-bank.example,45-54
4003.0,15811486,Tang,634.0,Germany,Female,29,8.0,130036.21,2.0,0.0,1.0,69849.55,0.0,Laura,Laura Tang,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Dortmund,44135,FriedrichAllee 102,+49,+49 172 1410530,laura.tang.1486@de.demo-bank.example,25-34
4004.0,15626141,Fedorov,750.0,France,Female,26,1.0,151510.17,2.0,1.0,1.0,19921.72,0.0,Marie,Marie Fedorov,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,14 Avenue Gambetta,+33,+33 7 06 08 90 10,marie.fedorov.6141@fr.demo-bank.example,25-34
4005.0,15738546,Gboliwe,530.0,Spain,Female,41,4.0,0.0,2.0,0.0,1.0,147606.71,0.0,María,María Gboliwe,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,88 Paseo de la Paz,+34,+34 609 861 200,maria.gboliwe.8546@es.demo-bank.example,35-44
4006.0,15677052,Ko,589.0,France,Female,59,2.0,0.0,2.0,1.0,1.0,126160.24,1.0,Chloé,Chloé Ko,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,129 Boulevard de la République,+33,+33 7 60 06 09 52,chloe.ko.7052@fr.demo-bank.example,55-64
4007.0,15656454,Le Gallienne,654.0,France,Male,37,6.0,83568.55,1.0,1.0,0.0,47046.72,0.0,Nicolas,Nicolas Le Gallienne,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,18 Avenue Jean Jaurès,+33,+33 7 69 55 31 90,nicolas.le.gallienne.6454@fr.demo-bank.example,35-44
4008.0,15645496,Seleznyova,648.0,France,Female,43,7.0,139972.18,1.0,1.0,0.0,143668.58,0.0,Julie,Julie Seleznyova,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,188 Allée Voltaire,+33,+33 6 13 02 57 36,julie.seleznyova.5496@fr.demo-bank.example,35-44
4009.0,15612505,Joseph,835.0,Spain,Male,45,3.0,100212.13,1.0,1.0,0.0,152577.62,0.0,Pablo,Pablo Joseph,ES,es_ES,Europe/Madrid,EUR,Community of Madrid,Madrid,28001,167 Plaza San José,+34,+34 733 114 803,pablo.joseph.2505@es.demo-bank.example,45-54
4010.0,15708513,Bevan,446.0,France,Female,39,1.0,90217.07,1.0,1.0,0.0,191350.48,0.0,Léa,Léa Bevan,FR,fr_FR,Europe/Paris,EUR,Nouvelle-Aquitaine,Bordeaux,33000,35 Avenue Gambetta,+33,+33 7 32 13 91 56,lea.bevan.8513@fr.demo-bank.example,35-44
4011.0,15685654,Allan,514.0,Spain,Male,66,9.0,0.0,2.0,1.0,1.0,14234.31,0.0,Pablo,Pablo Allan,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,68 Avenida Cervantes,+34,+34 752 084 221,pablo.allan.5654@es.demo-bank.example,65+
4012.0,15732307,Lavrentiev,694.0,Germany,Male,33,4.0,124067.32,1.0,1.0,1.0,77906.87,0.0,Felix,Felix Lavrentiev,DE,de_DE,Europe/Berlin,EUR,Hesse,Frankfurt am Main,60311,GartenAllee 27,+49,+49 171 8290766,felix.lavrentiev.2307@de.demo-bank.example,25-34
4013.0,15726814,Walton,554.0,Spain,Male,46,4.0,0.0,2.0,0.0,1.0,57320.92,0.0,Adrián,Adrián Walton,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,110 Calle Cervantes,+34,+34 678 080 524,adrian.walton.6814@es.demo-bank.example,45-54
4014.0,15653776,Salier,720.0,Germany,Female,57,1.0,162082.31,4.0,0.0,0.0,27145.73,1.0,Marie,Marie Salier,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Dortmund,44135,ParkWeg 36,+49,+49 176 4412237,marie.salier.3776@de.demo-bank.example,55-64
4015.0,15597914,Evdokimov,641.0,Germany,Female,51,2.0,117306.69,4.0,1.0,1.0,26912.72,1.0,Anna,Anna Evdokimov,DE,de_DE,Europe/Berlin,EUR,Bavaria,Munich,80331,BahnhofAllee 112,+49,+49 175 9925824,anna.evdokimov.7914@de.demo-bank.example,45-54
4016.0,15631603,Ponomaryova,813.0,France,Male,32,1.0,122889.88,1.0,1.0,1.0,26476.18,0.0,Jules,Jules Ponomaryova,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,96 Boulevard Voltaire,+33,+33 7 78 95 09 88,jules.ponomaryova.1603@fr.demo-bank.example,25-34
4017.0,15789753,Millar,480.0,France,Male,40,6.0,148790.61,1.0,0.0,1.0,79329.7,0.0,Thomas,Thomas Millar,FR,fr_FR,Europe/Paris,EUR,Grand Est,Strasbourg,67000,122 Boulevard des Lilas,+33,+33 6 81 21 19 00,thomas.millar.9753@fr.demo-bank.example,35-44
4018.0,15678034,Grosse,811.0,France,Male,46,9.0,180226.24,1.0,1.0,0.0,13464.64,1.0,Antoine,Antoine Grosse,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,31 Avenue Gambetta,+33,+33 6 12 57 60 98,antoine.grosse.8034@fr.demo-bank.example,45-54
4019.0,15690209,Hsiao,715.0,Germany,Female,32,3.0,104857.19,2.0,1.0,0.0,114149.8,0.0,Hannah,Hannah Hsiao,DE,de_DE,Europe/Berlin,EUR,Saxony,Leipzig,04109,GartenAllee 69,+49,+49 170 7993413,hannah.hsiao.0209@de.demo-bank.example,25-34
4020.0,15592091,Belbin,620.0,Spain,Male,31,2.0,166833.86,2.0,1.0,1.0,135171.6,0.0,Martín,Martín Belbin,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Valencia,46001,38 Calle Cervantes,+34,+34 671 643 737,martin.belbin.2091@es.demo-bank.example,25-34
4021.0,15647453,Ifeajuna,721.0,France,Male,42,4.0,102936.72,1.0,0.0,0.0,1187.88,0.0,Gabriel,Gabriel Ifeajuna,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,148 Avenue Voltaire,+33,+33 7 83 72 20 31,gabriel.ifeajuna.7453@fr.demo-bank.example,35-44
4022.0,15697100,Wright,772.0,Germany,Female,48,6.0,108736.52,1.0,1.0,0.0,184564.67,1.0,Clara,Clara Wright,DE,de_DE,Europe/Berlin,EUR,Hesse,Frankfurt am Main,60311,LindenPlatz 161,+49,+49 173 5938204,clara.wright.7100@de.demo-bank.example,45-54
4023.0,15811290,Komarova,680.0,Germany,Male,44,0.0,129974.79,2.0,1.0,1.0,33391.38,0.0,Max,Max Komarova,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Düsseldorf,40213,SchillerWeg 137,+49,+49 160 7255350,max.komarova.1290@de.demo-bank.example,35-44
4024.0,15629187,Titheradge,535.0,France,Male,38,8.0,85982.07,1.0,1.0,0.0,9238.35,0.0,Arthur,Arthur Titheradge,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,193 Boulevard de la République,+33,+33 7 50 62 01 42,arthur.titheradge.9187@fr.demo-bank.example,35-44
4025.0,15758073,Dellucci,655.0,France,Female,20,7.0,134397.61,1.0,0.0,0.0,28029.54,0.0,Inès,Inès Dellucci,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,34 Boulevard des Lilas,+33,+33 6 51 40 67 30,ines.dellucci.8073@fr.demo-bank.example,18-24
4026.0,15640769,Hobbs,660.0,France,Male,63,8.0,137841.53,1.0,1.0,1.0,42790.29,0.0,Gabriel,Gabriel Hobbs,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,33 Boulevard des Lilas,+33,+33 6 14 13 36 91,gabriel.hobbs.0769@fr.demo-bank.example,55-64
4027.0,15606641,Beggs,762.0,Germany,Male,56,10.0,100260.88,3.0,1.0,1.0,77142.42,1.0,Jonas,Jonas Beggs,DE,de_DE,Europe/Berlin,EUR,Hamburg,Hamburg,20095,KirchPlatz 147,+49,+49 176 5450931,jonas.beggs.6641@de.demo-bank.example,55-64
4028.0,15718280,Luffman,662.0,Germany,Male,39,5.0,139822.11,2.0,1.0,1.0,146219.9,0.0,Noah,Noah Luffman,DE,de_DE,Europe/Berlin,EUR,Baden-Württemberg,Stuttgart,70173,LindenPlatz 119,+49,+49 157 3237929,noah.luffman.8280@de.demo-bank.example,35-44
4029.0,15764335,Caldwell,463.0,Germany,Female,41,8.0,123151.51,2.0,1.0,0.0,70127.93,0.0,Clara,Clara Caldwell,DE,de_DE,Europe/Berlin,EUR,Berlin,Berlin,10115,GartenAllee 166,+49,+49 172 6877605,clara.caldwell.4335@de.demo-bank.example,35-44
4030.0,15634218,Mancini,501.0,Germany,Male,27,4.0,95331.83,2.0,1.0,0.0,132104.76,0.0,Leon,Leon Mancini,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Dortmund,44135,FriedrichStraße 90,+49,+49 174 7559393,leon.mancini.4218@de.demo-bank.example,25-34
4031.0,15808760,Evseev,603.0,Spain,Female,42,6.0,0.0,1.0,1.0,1.0,90437.87,0.0,Valeria,Valeria Evseev,ES,es_ES,Europe/Madrid,EUR,Andalusia,Málaga,29001,7 Plaza del Sol,+34,+34 681 584 642,valeria.evseev.8760@es.demo-bank.example,35-44
4032.0,15648461,Hs?eh,688.0,Spain,Male,37,7.0,138162.41,2.0,1.0,1.0,113926.31,0.0,Alejandro,Alejandro Hs?eh,ES,es_ES,Europe/Madrid,EUR,Andalusia,Seville,41001,76 Plaza Mayor,+34,+34 744 421 484,alejandro.hs.eh.8461@es.demo-bank.example,35-44
4033.0,15593555,Chinedum,430.0,France,Male,38,9.0,0.0,2.0,1.0,1.0,12050.77,0.0,Louis,Louis Chinedum,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,110 Allée de la Paix,+33,+33 7 52 00 38 52,louis.chinedum.3555@fr.demo-bank.example,35-44
4034.0,15569079,Hagins,632.0,Germany,Male,48,6.0,126066.26,1.0,1.0,0.0,64345.61,1.0,Leon,Leon Hagins,DE,de_DE,Europe/Berlin,EUR,Baden-Württemberg,Stuttgart,70173,LindenWeg 100,+49,+49 175 7730213,leon.hagins.9079@de.demo-bank.example,45-54
4035.0,15800736,Kirwan,601.0,Spain,Female,42,4.0,96763.89,1.0,1.0,1.0,199242.65,0.0,Claudia,Claudia Kirwan,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Valencia,46001,24 Paseo de la Constitución,+34,+34 763 841 918,claudia.kirwan.0736@es.demo-bank.example,35-44
4036.0,15792607,Little,769.0,France,Female,38,2.0,0.0,2.0,0.0,0.0,75578.67,0.0,Sarah,Sarah Little,FR,fr_FR,Europe/Paris,EUR,Pays de la Loire,Nantes,44000,21 Allée Pasteur,+33,+33 6 99 83 17 01,sarah.little.2607@fr.demo-bank.example,35-44
4037.0,15640034,Milligan,551.0,France,Male,42,2.0,139561.46,1.0,1.0,0.0,43435.43,1.0,Nathan,Nathan Milligan,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,16 Allée de la République,+33,+33 6 02 18 19 60,nathan.milligan.0034@fr.demo-bank.example,35-44
4038.0,15807563,Ch'iu,841.0,France,Female,52,5.0,0.0,1.0,0.0,0.0,183239.71,1.0,Inès,Inès Ch'iu,FR,fr_FR,Europe/Paris,EUR,Nouvelle-Aquitaine,Bordeaux,33000,126 Avenue des Lilas,+33,+33 6 45 09 28 06,ines.ch.iu.7563@fr.demo-bank.example,45-54
4039.0,15684461,McKay,469.0,Spain,Female,31,6.0,0.0,1.0,1.0,0.0,146213.75,1.0,Carmen,Carmen McKay,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,138 Calle del Sol,+34,+34 761 184 666,carmen.mckay.4461@es.demo-bank.example,25-34
4040.0,15580134,Crawford,479.0,Spain,Male,27,2.0,172463.45,1.0,1.0,1.0,40315.27,0.0,Mateo,Mateo Crawford,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Valencia,46001,120 Plaza Gran Vía,+34,+34 753 841 767,mateo.crawford.0134@es.demo-bank.example,25-34
4041.0,15679075,Onyemere,701.0,France,Male,37,8.0,107798.85,1.0,1.0,0.0,16966.73,0.0,Louis,Louis Onyemere,FR,fr_FR,Europe/Paris,EUR,Grand Est,Strasbourg,67000,27 Allée Pasteur,+33,+33 7 40 38 73 89,louis.onyemere.9075@fr.demo-bank.example,35-44
4042.0,15742504,Azuka,593.0,France,Male,36,2.0,70181.48,2.0,1.0,0.0,80608.12,0.0,Lucas,Lucas Azuka,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,72 Boulevard Voltaire,+33,+33 7 99 56 83 51,lucas.azuka.2504@fr.demo-bank.example,35-44
4043.0,15567328,Ch'en,738.0,Spain,Male,38,5.0,177997.07,1.0,0.0,1.0,19233.41,0.0,Alejandro,Alejandro Ch'en,ES,es_ES,Europe/Madrid,EUR,Catalonia,Barcelona,08001,197 Calle San José,+34,+34 601 207 223,alejandro.ch.en.7328@es.demo-bank.example,35-44
4044.0,15698294,Royster,635.0,Spain,Male,31,1.0,0.0,2.0,1.0,0.0,135382.23,0.0,Adrián,Adrián Royster,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,156 Paseo Cervantes,+34,+34 616 802 104,adrian.royster.8294@es.demo-bank.example,25-34
4045.0,15607142,Parkin,658.0,France,Male,32,8.0,0.0,1.0,1.0,1.0,80410.68,0.0,Jules,Jules Parkin,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,125 Boulevard Voltaire,+33,+33 7 29 34 29 76,jules.parkin.7142@fr.demo-bank.example,25-34
4046.0,15738516,Kozlova,687.0,Spain,Female,36,5.0,0.0,1.0,1.0,0.0,17696.22,0.0,Lucía,Lucía Kozlova,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Alicante,03001,54 Calle Cervantes,+34,+34 655 708 535,lucia.kozlova.8516@es.demo-bank.example,35-44
4047.0,15806403,Hu,650.0,France,Male,37,9.0,0.0,2.0,1.0,0.0,17974.08,0.0,Antoine,Antoine Hu,FR,fr_FR,Europe/Paris,EUR,Nouvelle-Aquitaine,Bordeaux,33000,16 Avenue des Lilas,+33,+33 6 76 58 82 07,antoine.hu.6403@fr.demo-bank.example,35-44
4048.0,15656707,Ma,720.0,Spain,Male,21,2.0,123200.78,1.0,1.0,1.0,180712.28,0.0,Alejandro,Alejandro Ma,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,163 Calle Gran Vía,+34,+34 692 943 964,alejandro.ma.6707@es.demo-bank.example,18-24
4049.0,15653715,Coates,602.0,France,Female,63,7.0,0.0,2.0,1.0,1.0,56323.21,0.0,Clara,Clara Coates,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,101 Boulevard de la République,+33,+33 7 98 71 17 86,clara.coates.3715@fr.demo-bank.example,55-64
4050.0,15806184,Burns,618.0,Spain,Male,33,4.0,0.0,2.0,1.0,1.0,77550.18,0.0,Leo,Leo Burns,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,109 Calle Goya,+34,+34 732 986 324,leo.burns.6184@es.demo-bank.example,25-34
4051.0,15585734,Gouger,803.0,Germany,Male,41,9.0,137742.9,2.0,1.0,1.0,166957.82,0.0,Jonas,Jonas Gouger,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Cologne,50667,BahnhofStraße 24,+49,+49 152 9587002,jonas.gouger.5734@de.demo-bank.example,35-44
4052.0,15725639,Ignatyev,793.0,France,Female,63,9.0,116270.72,1.0,1.0,1.0,184243.25,0.0,Camille,Camille Ignatyev,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,48 Avenue Voltaire,+33,+33 6 19 58 49 17,camille.ignatyev.5639@fr.demo-bank.example,55-64
4053.0,15618401,Douglas,616.0,Germany,Male,41,10.0,113220.2,2.0,1.0,1.0,114072.91,0.0,Leon,Leon Douglas,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Düsseldorf,40213,GartenAllee 61,+49,+49 171 3202344,leon.douglas.8401@de.demo-bank.example,35-44
4054.0,15785385,Fiorentino,550.0,Spain,Male,51,5.0,0.0,2.0,1.0,0.0,153917.41,0.0,Hugo,Hugo Fiorentino,ES,es_ES,Europe/Madrid,EUR,Basque Country,Bilbao,48001,193 Paseo Goya,+34,+34 701 534 950,hugo.fiorentino.5385@es.demo-bank.example,45-54
4055.0,15734762,Ignatiev,602.0,France,Female,56,3.0,115895.22,3.0,1.0,0.0,4176.17,1.0,Camille,Camille Ignatiev,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,63 Avenue de la République,+33,+33 6 35 79 84 96,camille.ignatiev.4762@fr.demo-bank.example,55-64
4056.0,15767129,Munz,452.0,France,Female,60,6.0,121730.49,1.0,1.0,1.0,142963.29,0.0,Léa,Léa Munz,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,181 Allée du Moulin,+33,+33 6 97 31 60 71,lea.munz.7129@fr.demo-bank.example,55-64
4057.0,15797204,Paling,655.0,Spain,Female,28,3.0,113811.85,2.0,0.0,1.0,76844.23,0.0,Claudia,Claudia Paling,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,137 Plaza Velázquez,+34,+34 763 834 909,claudia.paling.7204@es.demo-bank.example,25-34
4058.0,15769272,Clark,510.0,France,Female,26,6.0,136214.08,1.0,0.0,0.0,159742.33,0.0,Julie,Julie Clark,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,196 Avenue de la République,+33,+33 7 19 18 27 48,julie.clark.9272@fr.demo-bank.example,25-34
4059.0,15771966,Akobundu,557.0,France,Male,39,8.0,146200.01,1.0,1.0,0.0,177944.64,0.0,Antoine,Antoine Akobundu,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,72 Avenue de la République,+33,+33 7 29 55 99 43,antoine.akobundu.1966@fr.demo-bank.example,35-44
4060.0,15691952,Fanucci,676.0,France,Male,37,10.0,106242.67,1.0,1.0,1.0,166678.28,0.0,Antoine,Antoine Fanucci,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,100 Boulevard du Moulin,+33,+33 7 15 28 42 78,antoine.fanucci.1952@fr.demo-bank.example,35-44
4061.0,15593250,Hsiao,640.0,France,Female,29,4.0,0.0,2.0,1.0,0.0,44904.26,0.0,Inès,Inès Hsiao,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,122 Avenue Victor Hugo,+33,+33 6 83 55 92 96,ines.hsiao.3250@fr.demo-bank.example,25-34
4062.0,15605333,Clancy,529.0,Spain,Male,31,6.0,0.0,1.0,1.0,0.0,10625.91,0.0,Alejandro,Alejandro Clancy,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Alicante,03001,23 Calle San José,+34,+34 615 934 979,alejandro.clancy.5333@es.demo-bank.example,25-34
4063.0,15800083,Macdonald,559.0,France,Male,45,8.0,24043.45,1.0,0.0,1.0,169781.45,1.0,Jules,Jules Macdonald,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,85 Rue Pasteur,+33,+33 7 22 41 15 34,jules.macdonald.0083@fr.demo-bank.example,45-54
