RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,churn_probability,risk
3696,15757628,Savage,571,France,Male,40,10,112896.86,1,1,1,121402.53,0,0.09498326033989768,Low
3697,15633586,Brierly,595,France,Female,39,7,120962.13,1,0,0,23305.01,0,0.19863982179257442,Low
3698,15565796,Docherty,745,Germany,Male,48,10,96048.55,1,1,0,74510.65,0,0.758079419733065,High
3699,15717935,McDonald,589,France,Female,21,3,0.0,2,0,1,55601.44,0,0.016473562956249417,Low
3700,15577700,Rapuokwu,749,France,Male,37,10,185063.7,2,1,1,134526.87,0,0.06706914535194403,Low
3701,15747345,Bergamaschi,678,France,Female,22,6,118064.93,2,1,1,195424.01,0,0.041009143050213026,Low
3702,15678317,Manfrin,603,France,Male,46,2,0.0,2,1,1,59563.49,0,0.05446667457783042,Low
3703,15698335,Bergamaschi,504,France,Female,73,8,0.0,1,1,1,34595.58,0,0.050052978298979145,Low
3704,15768451,MacDonald,739,Germany,Male,40,5,149131.03,3,1,1,60036.99,1,0.8858162851696989,High
3705,15753213,Lees,604,France,Female,34,7,0.0,2,1,0,193021.49,0,0.043996079624899924,Low
3706,15769645,Senior,612,France,Female,35,3,0.0,1,1,1,48108.72,0,0.14722052667632002,Low
3707,15657565,Nwokezuike,629,Spain,Female,44,6,125512.98,2,0,0,79082.76,0,0.2188727372517622,Low
3708,15620323,Ekwueme,652,Spain,Female,42,3,83492.07,2,1,0,37914.12,0,0.13733292300040964,Low
3709,15679983,Garmon,565,France,Male,34,7,0.0,1,0,0,74593.84,0,0.1317275848875786,Low
3710,15812616,Enyinnaya,707,France,Female,49,10,0.0,1,1,0,82967.97,1,0.7774801681074853,High
3711,15601796,Chizuoke,645,France,Male,30,1,125739.26,1,1,1,193441.23,0,0.037198117711070844,Low
3712,15729489,Hyde,762,Germany,Female,34,8,98592.88,1,0,1,191790.29,1,0.266742017799385,Low
3713,15613216,Cameron,639,Spain,Female,39,1,141789.15,1,1,0,92455.96,0,0.1982369469441551,Low
3714,15657937,Lord,709,Germany,Male,22,0,112949.71,1,0,0,155231.55,0,0.19648170800369855,Low
3715,15815428,Biryukova,823,France,Male,34,3,105057.33,1,1,0,9217.92,0,0.08901182604855916,Low
3716,15640409,Carpenter,817,Germany,Female,46,0,89087.89,1,0,1,87941.85,1,0.45319370097008344,Medium
3717,15699492,Lorenzo,665,Germany,Female,27,2,147435.96,1,0,0,187508.06,0,0.26084152239932806,Low
3718,15623536,Madukwe,646,Germany,Male,39,0,154439.86,1,1,0,171519.06,0,0.261079970278166,Low
3719,15707551,Hutcheon,568,France,Male,30,8,73054.37,2,1,1,27012.0,0,0.015900278462732224,Low
3720,15577999,Sleeman,850,France,Female,62,1,124678.35,1,1,0,70916.0,1,0.8741518405185629,High
3721,15788775,Milne,473,Germany,Male,40,8,152576.25,2,1,0,73073.68,0,0.13357399488042795,Low
3722,15758362,Williamson,731,France,Female,41,9,152243.57,1,1,1,88783.59,0,0.12734675511074636,Low
3723,15807961,Bruno,619,France,Male,25,4,0.0,1,1,0,145524.36,0,0.1371115217379645,Low
3724,15710978,Palerma,715,Germany,Male,42,2,88120.97,2,1,1,21333.22,0,0.1020079778824312,Low
3725,15703541,Wang,772,Germany,Female,51,9,143930.92,1,0,1,46675.51,1,0.6567897197034507,Medium
3726,15626474,Onyemere,686,France,Female,31,1,0.0,2,1,0,4802.25,0,0.026404065404097305,Low
3727,15608344,Dawson,749,Germany,Female,29,7,137059.05,3,1,0,102975.72,1,0.8776349569460427,High
3728,15768367,Nebechukwu,781,France,Female,27,7,186558.55,1,1,1,175071.29,1,0.21255360780370305,Low
3729,15806210,Bateman,675,Spain,Male,66,5,115654.47,2,1,1,131970.86,0,0.0565853804051622,Low
3730,15697702,Lord,730,Spain,Male,29,2,0.0,2,1,0,14174.09,0,0.01821488939465682,Low
3731,15689152,Loggia,683,Spain,Male,38,3,126152.84,1,0,0,15378.75,0,0.13278003691268686,Low
3732,15568573,Graham,554,Germany,Female,51,7,105701.91,1,0,1,179797.79,1,0.7177293506914824,Medium
3733,15689598,Dean,722,France,Male,46,6,0.0,1,1,1,93917.68,1,0.3129779814779017,Low
3734,15713374,Jarvis,689,Germany,Male,67,9,157094.78,1,1,1,99490.01,0,0.14010532469496487,Low
3735,15679733,Haugh,796,Germany,Male,40,2,113228.38,2,1,1,46415.09,0,0.12033461093590644,Low
3736,15759274,Micklem,447,France,Female,32,10,0.0,1,1,1,151815.76,0,0.1611509320577261,Low
3737,15607748,Bennett,498,Germany,Male,37,8,108432.88,2,1,1,14865.05,0,0.07984674949748596,Low
3738,15607577,Roberts,663,Spain,Male,27,8,0.0,1,1,1,188007.99,0,0.09728063480383332,Low
3739,15813697,Onyekaozulu,498,Germany,Female,44,2,120702.67,2,1,1,98175.74,0,0.24292186652129158,Low
3740,15801125,Kegley,627,France,Female,32,1,0.0,1,1,0,106851.7,0,0.19434119983689188,Low
3741,15777855,Manna,649,France,Male,45,7,0.0,2,0,1,75204.21,0,0.04570808416451869,Low
3742,15635396,Thompson,738,Germany,Female,29,9,139106.19,1,1,0,141872.05,1,0.3061052038387891,Low
3743,15698031,Romano,587,Germany,Female,39,6,101851.8,2,1,0,7103.71,0,0.1614093451428056,Low
3744,15678944,Brown,655,Germany,Female,32,6,130935.56,1,1,0,9241.83,1,0.34419362872233117,Low
3745,15718507,Su,647,Germany,Male,37,3,116509.99,1,1,1,149517.71,1,0.17950279922040843,Low
3746,15808334,Mackay,776,Germany,Female,37,1,93124.04,2,1,1,196079.32,0,0.08265303910118736,Low
3747,15804709,Watt,688,Germany,Male,35,5,111578.18,1,0,0,166165.93,1,0.2667416176874259,Low
3748,15645835,Milani,605,France,Male,32,9,0.0,2,1,1,55724.24,0,0.009584467813344787,Low
3749,15738166,Hsu,596,France,Female,39,10,86546.29,1,0,1,131768.98,0,0.16907653857027402,Low
3750,15675360,Valenzuela,427,France,Male,33,8,0.0,1,1,1,13858.95,0,0.04815009154178284,Low
3751,15793042,Sung,629,France,Male,39,2,129669.32,2,1,0,82774.07,0,0.07556860017534517,Low
3752,15630106,Lo,496,Spain,Male,29,2,0.0,2,1,0,55389.59,0,0.017107805167531267,Low
3753,15810385,Giordano,717,Spain,Female,36,2,164557.95,1,0,1,82336.73,0,0.09020425835239498,Low
3754,15578211,Connolly,777,France,Male,23,6,0.0,2,1,1,163225.48,0,0.010658037263736068,Low
3755,15572792,Bellucci,535,Spain,Male,35,8,118989.92,1,1,1,135536.72,0,0.051840707966215885,Low
3756,15620030,Jamieson,744,France,Male,29,1,0.0,1,0,0,82422.97,0,0.11377847982633618,Low
3757,15783541,Fomina,755,France,Male,31,5,0.0,2,0,1,194660.78,0,0.017175198810860784,Low
3758,15679284,Aksenov,593,Spain,Female,45,6,79259.75,1,1,0,55347.28,0,0.49447203060122746,Medium
3759,15582910,Turnbull,514,France,Male,38,4,112230.38,1,1,0,16717.11,1,0.1551302745507978,Low
3760,15688337,Dixon,721,France,Male,40,9,118129.87,1,1,1,160277.65,0,0.09298700743631032,Low
3761,15734970,White,835,Spain,Male,38,7,86824.09,1,0,0,175905.97,0,0.2045944157089416,Low
3762,15759140,Long,682,France,Female,64,10,128306.7,1,0,1,66040.83,0,0.1770642771414576,Low
3763,15643042,Han,590,Germany,Female,40,2,117641.43,2,0,0,92198.05,0,0.19513327104221445,Low
3764,15773868,Belov,653,Germany,Female,37,3,125734.2,2,1,0,134625.09,1,0.15043429608816902,Low
3765,15615820,MacDonald,837,France,Male,49,8,103302.37,1,1,1,50974.57,0,0.2295760977606005,Low
3766,15730273,Parsons,841,France,Male,27,8,0.0,1,1,0,171922.72,0,0.1615614734892887,Low
3767,15724890,Cross,584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0,0.042021011101725396,Low
3768,15765952,Milanesi,769,France,Male,29,4,145471.37,1,1,0,188382.77,0,0.08975723867876009,Low
3769,15685920,Lombardo,599,Spain,Male,34,2,101506.66,1,0,0,198030.24,0,0.11560786178493095,Low
3770,15663263,Collins,698,France,Male,47,5,156265.31,2,0,0,1055.66,0,0.28494099885333984,Low
3771,15568953,Alexeieva,477,France,Male,27,1,128554.98,1,1,1,133173.19,0,0.04248398955052742,Low
3772,15643361,Cullen,477,Germany,Male,34,8,139959.55,2,1,1,189875.83,0,0.03525875026627531,Low
3773,15699486,Johnson,745,Spain,Male,34,7,132944.53,1,1,1,31802.92,0,0.04450106341201721,Low
3774,15747854,Rudd,749,France,Female,35,3,0.0,3,1,1,132649.85,0,0.439930700370143,Low
3775,15691785,Findlay,850,France,Male,61,1,0.0,1,1,0,53067.83,1,0.9061437015175825,High
3776,15709004,Mai,528,Germany,Male,22,5,93547.23,2,0,1,961.57,0,0.04452216798982266,Low
3777,15652218,Morrison,750,France,Male,33,2,152302.72,1,1,0,71333.44,0,0.08360095258375788,Low
3778,15697127,Monaldo,543,France,Female,31,2,147674.26,1,1,1,16658.76,0,0.08234331952458128,Low
3779,15658486,Gidney,579,Spain,Female,59,3,148021.12,1,1,1,74878.22,0,0.21549523685962033,Low
3780,15694160,Sagese,624,France,Male,37,0,0.0,2,0,0,112104.55,0,0.024853098507334425,Low
3781,15685290,Wall,595,Germany,Male,46,5,142360.62,2,1,0,48421.4,1,0.3564253760695802,Low
3782,15701042,Dalton,596,Germany,Female,27,2,151027.56,1,1,0,170320.58,0,0.22800362288081183,Low
3783,15680449,Hsing,431,Germany,Female,44,2,138843.7,1,1,0,37688.31,1,0.6665210994563056,Medium
3784,15599860,Warner,647,Spain,Female,26,8,109958.15,1,1,1,136592.24,1,0.07612993642342152,Low
3785,15723169,Williams,640,France,Female,31,9,138857.59,1,1,0,48640.77,0,0.13891155551131953,Low
3786,15803842,Dunn,752,Germany,Female,45,3,105426.5,2,0,1,89773.45,0,0.2798363695214814,Low
3787,15728224,Kerr,710,Germany,Female,41,9,149155.53,2,1,0,42131.26,1,0.1826832130955326,Low
3788,15644174,Marchesi,638,Germany,Male,27,4,135096.05,1,1,1,186523.72,1,0.13397482894256546,Low
3789,15707110,Endrizzi,660,Germany,Male,28,2,170890.05,2,1,0,41758.9,0,0.034652448718440344,Low
3790,15765415,King,609,Spain,Female,45,4,89122.3,1,1,1,199256.98,0,0.34531274444129134,Low
3791,15756751,Griffiths,596,Spain,Female,54,0,78126.28,1,1,1,153482.91,1,0.39461150233334924,Low
3792,15795151,Hartzler,705,France,Female,38,3,123894.43,1,1,0,21177.1,0,0.21860509641327378,Low
3793,15632859,Chukwudi,444,France,Male,36,7,0.0,2,0,1,138743.86,0,0.01752864780544927,Low
3794,15584037,Denisov,727,Germany,Male,58,5,106913.43,1,1,0,25881.0,1,0.9394095108550053,High
3795,15621409,Endrizzi,496,France,Male,32,4,127845.83,1,1,0,66469.2,0,0.09383135677682133,Low
3796,15581102,Baresi,554,France,Female,22,8,0.0,2,0,1,142670.61,0,0.02585626117869305,Low
3797,15578096,Nnachetam,537,France,Male,26,7,106397.75,1,0,0,103563.23,0,0.07372183188347513,Low
3798,15669887,Lambert,839,France,Female,51,3,0.0,1,1,1,69101.23,1,0.48760401951909454,Medium
3799,15621834,Game,700,Spain,Female,43,0,0.0,2,1,0,59475.35,0,0.10175780860235634,Low
3800,15655341,Chinagorom,458,Spain,Female,35,5,166492.48,1,1,0,135287.74,0,0.17237922125764232,Low
3801,15685314,Noble,850,France,Female,28,2,0.0,2,1,1,38773.74,0,0.012306369185195197,Low
3802,15653997,Haynes,699,Spain,Male,31,6,114493.68,1,0,0,138396.32,0,0.08757074801015415,Low
3803,15629551,Cattaneo,615,Germany,Female,44,9,126104.98,2,0,1,110718.02,0,0.25872223102779407,Low
3804,15651264,Yobanna,850,Germany,Male,51,4,124425.99,1,0,0,118545.49,1,0.8513578706367382,High
3805,15760825,Fraser,604,France,Female,40,1,0.0,2,1,0,123207.17,0,0.06765912142749918,Low
3806,15597394,Rhodes,668,Spain,Male,34,0,0.0,1,0,0,99984.86,0,0.1352140255670667,Low
3807,15740383,Jimenez,594,Spain,Female,38,10,0.0,2,1,0,58332.91,0,0.042312258543347366,Low
3808,15670562,Pharr,470,France,Male,30,3,101140.76,1,1,1,50906.65,0,0.04342591033832274,Low
3809,15698117,Jerger,701,Germany,Male,41,0,150844.94,1,0,1,127623.36,0,0.22571239313593053,Low
3810,15694805,McIntyre,664,Spain,Male,35,1,115024.5,1,0,1,169665.79,0,0.06375436284297233,Low
3811,15746802,Onio,477,France,Female,30,6,131286.46,1,1,0,194144.45,0,0.11406323829881126,Low
3812,15589428,Tomlinson,756,France,Female,42,9,0.0,2,1,0,35673.42,0,0.07058487352294877,Low
3813,15790267,Onuoha,625,France,Female,40,7,141267.67,1,0,1,177397.49,0,0.1900807117471315,Low
3814,15665402,Panicucci,703,Spain,Male,73,5,137761.55,1,1,1,159677.46,0,0.02289741771930838,Low
3815,15642093,Piccio,646,France,Male,30,7,0.0,2,1,0,153566.97,0,0.01665113724249669,Low
3816,15666181,Ramsden,650,France,Male,33,0,98064.97,1,1,0,52411.99,0,0.07282001713844621,Low
3817,15602554,Vorobyova,664,France,Female,31,9,114519.57,2,0,1,79222.02,0,0.04253325862942322,Low
3818,15724251,Todd,682,Germany,Female,29,6,101012.77,1,0,0,32589.89,1,0.29828837877848174,Low
3819,15740147,Cremonesi,725,France,Female,44,10,0.0,1,0,1,93777.61,0,0.3555905674438475,Low
3820,15718289,Bradley,553,Germany,Male,46,3,82291.1,1,1,0,112549.99,1,0.5713044737010937,Medium
3821,15763148,Stanley,576,France,Male,39,9,84719.98,1,0,0,191063.36,0,0.2369773474984406,Low
3822,15685245,Jowett,608,Spain,Female,56,5,0.0,2,0,1,153810.41,0,0.12086604604715982,Low
3823,15626985,Yefremova,850,France,Female,39,0,104386.53,1,1,0,105886.77,0,0.16523729312633634,Low
3824,15585823,Wilson,627,France,Male,31,8,128131.73,1,1,0,96131.47,0,0.08291365801708167,Low
3825,15728167,Abramovich,667,France,Male,44,2,122806.95,1,0,0,15120.86,0,0.31184603381227116,Low
3826,15762928,Venables,548,Spain,Male,44,8,0.0,1,1,0,16989.77,0,0.453508114856511,Medium
3827,15751774,Monnier,774,France,Male,76,4,112510.89,1,1,1,143133.18,0,0.015341621062885103,Low
3828,15654733,Hsieh,794,Germany,Male,57,3,117056.46,1,1,0,93336.93,1,0.9204219108125994,High
3829,15809777,Gadsden,497,Germany,Female,55,7,131778.66,1,1,1,9972.64,0,0.484362100297292,Medium
3830,15744200,Ni,587,France,Female,36,1,70784.27,1,1,0,30579.82,0,0.18743857490972232,Low
3831,15720713,Chibueze,850,France,Female,29,10,0.0,2,1,1,199775.67,0,0.01907949312007129,Low
3832,15695356,Chinwemma,722,France,Male,46,5,0.0,2,1,0,179908.71,0,0.12802200753930104,Low
3833,15653315,Kang,555,Spain,Female,35,1,0.0,2,1,0,101667.0,0,0.034839984317777996,Low
3834,15604792,Kuo,609,Germany,Male,38,6,140752.06,2,0,1,171430.16,0,0.06997399715313155,Low
3835,15704819,Ositadimma,734,Spain,Female,39,6,92126.26,2,0,0,112973.34,0,0.1115890584804213,Low
3836,15670859,Smith,718,Germany,Female,39,7,93148.74,2,1,1,190746.38,0,0.11119929409987596,Low
3837,15602797,Okwudilichukwu,645,Spain,Female,49,5,110132.55,3,0,1,187689.91,1,0.9830682579728641,High
3838,15662533,Porter,598,Spain,Female,23,6,0.0,2,1,0,153229.19,0,0.03755664654629883,Low
3839,15778154,Kung,628,Germany,Male,50,4,122227.71,1,0,1,14217.77,1,0.6434258179932693,Medium
3840,15806230,Trevisano,629,Germany,Male,40,2,121647.54,2,1,1,64849.74,1,0.14266961553485083,Low
3841,15662884,Naylor,739,Germany,Male,58,1,110597.76,1,0,1,160122.66,1,0.5427969273956275,Medium
3842,15750778,Ponomarev,653,France,Female,60,2,120731.39,4,1,1,138160.11,1,0.9879090746232577,High
3843,15717185,Udinese,711,France,Male,28,8,0.0,2,1,1,64286.39,0,0.008680809363753383,Low
3844,15677804,Aliyeva,783,Spain,Male,38,1,0.0,3,1,1,80178.54,1,0.4455331067920489,Low
3845,15568915,Bailey,681,France,Male,38,6,153722.47,1,1,0,101319.76,0,0.12359262225083992,Low
3846,15736495,Jackson,712,France,Male,34,8,114088.32,1,1,0,92794.61,0,0.08058029157268372,Low
3847,15737354,Yin,554,France,Female,48,7,0.0,2,1,1,63708.07,0,0.09555408513235589,Low
3848,15667889,Akobundu,611,France,Female,37,6,0.0,2,1,0,110782.88,0,0.03885670856781261,Low
3849,15577831,Byrne,560,Germany,Male,41,4,152532.3,1,0,0,10779.69,0,0.3744977565098366,Low
3850,15729836,Robinson,646,Spain,Male,32,1,0.0,2,1,0,183289.22,0,0.015910726102900556,Low
3851,15775293,Stephenson,680,France,Male,34,3,143292.95,1,1,0,66526.01,0,0.10401623951954209,Low
3852,15697597,Chiemenam,631,France,Male,26,1,149144.61,1,0,1,123697.95,0,0.04495205649427828,Low
3853,15639669,Forbes,746,France,Male,36,9,127157.04,1,1,1,155700.15,0,0.050605315049806324,Low
3854,15631392,Douglas,654,Germany,Male,43,9,84673.17,2,0,1,82081.35,0,0.09317551984606723,Low
3855,15580935,Okechukwu,687,Germany,Male,33,9,135962.4,2,1,0,121747.96,0,0.07366046718409554,Low
3856,15590344,Russell,708,Germany,Male,32,3,151691.44,2,1,1,172810.51,0,0.03372720213630131,Low
3857,15653306,Ermakova,679,Germany,Female,32,0,88335.05,1,0,0,159584.81,0,0.2157377029742608,Low
3858,15805025,Oster,636,France,Female,45,7,139859.23,1,1,1,108402.54,0,0.2595111728757088,Low
3859,15658449,Chizoba,695,France,Male,45,9,43134.65,1,0,1,77330.35,0,0.2572931570176502,Low
3860,15694450,Bianchi,677,France,Male,42,5,99580.13,1,1,0,21007.96,0,0.2202229876395012,Low
3861,15605666,Peyser,720,France,Female,34,6,110717.38,1,1,1,9398.45,0,0.07318413387974693,Low
3862,15615126,Cocci,780,France,Female,37,3,0.0,2,0,0,182156.81,1,0.06611004809109831,Low
3863,15726588,Seleznev,653,Spain,Female,36,3,0.0,2,0,0,110525.6,0,0.03437977905665665,Low
3864,15645095,Huang,674,France,Female,28,3,0.0,1,1,0,51536.99,0,0.19258013262068593,Low
3865,15808960,Alleyne,620,Germany,Male,40,5,108197.11,2,1,0,49722.34,0,0.16832359666138474,Low
3866,15729435,McKenzie,623,France,Male,40,6,0.0,2,1,1,66119.07,0,0.025631869120751476,Low
3867,15656840,Zikoranachukwudimma,547,France,Female,29,6,104450.86,1,1,1,37160.28,0,0.060119779818970195,Low
3868,15659149,King,530,France,Male,39,2,0.0,2,1,0,197923.05,0,0.05678503777613555,Low
3869,15585490,Nkemdilim,746,France,Female,34,4,0.0,1,0,1,65166.6,0,0.12523630899778218,Low
3870,15674929,Anderson,512,France,Female,31,7,0.0,2,0,0,49326.07,0,0.02367424075674559,Low
3871,15746341,Ejikemeifeuwa,630,France,Male,40,8,0.0,2,1,1,42495.81,0,0.024190217192204128,Low
3872,15662091,Adams,570,Spain,Male,21,7,116099.82,1,1,1,148087.62,0,0.03739425705677065,Low
3873,15620123,Christie,605,France,Male,39,6,111169.91,1,0,0,9641.4,0,0.142070989124011,Low
3874,15616240,Yeh,530,Spain,Male,37,4,0.0,2,1,1,164844.37,0,0.02075906112170228,Low
3875,15624186,McGregor,813,Germany,Female,25,5,123616.43,1,0,1,132959.33,0,0.1628603845763973,Low
3876,15605036,Pisano,704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0,0.09398596519384497,Low
3877,15805151,Ginikanwa,565,Germany,Male,31,2,89558.39,2,1,1,4441.54,0,0.03776333626943254,Low
3878,15753847,Hawkins,645,Spain,Male,45,4,0.0,1,0,1,174916.85,1,0.42662760350706447,Low
3879,15653222,Otutodilichukwu,526,Germany,Female,32,6,131938.92,2,1,1,1795.93,0,0.09084066744785385,Low
3880,15757541,Rickard,778,France,Female,33,9,151772.63,2,0,0,180249.94,1,0.07320732323897947,Low
3881,15726945,Andreev,677,France,Female,72,8,0.0,2,1,1,153604.44,0,0.012563456534125389,Low
3882,15794276,Steele,588,France,Female,64,3,0.0,1,1,1,189703.65,0,0.3664074719002867,Low
3883,15568328,Black,488,France,Female,22,6,0.0,2,1,1,66393.89,0,0.01615468828124547,Low
3884,15604355,Shand,519,France,Male,39,1,97700.02,1,1,1,30709.03,0,0.1058155618663298,Low
3885,15735788,Chiagoziem,709,France,Male,31,6,0.0,2,1,1,71009.84,0,0.00917697155629829,Low
3886,15618255,Fedorov,642,Germany,Female,56,6,103244.86,2,1,0,143049.72,1,0.8503050283780778,High
3887,15720941,Tien,710,Germany,Male,34,8,147833.3,2,0,1,1561.58,0,0.053777236735564636,Low
3888,15769110,Stehle,653,France,Female,46,5,0.0,2,1,0,49707.85,0,0.14147801397564463,Low
3889,15576094,Sung,743,France,Male,71,0,0.0,2,0,1,29837.65,0,0.014455211782525868,Low
3890,15756150,Alexander,418,France,Female,39,2,0.0,2,0,0,9041.71,0,0.038249098676284565,Low
3891,15719579,McIntosh,670,Germany,Female,33,9,84521.48,2,0,1,198017.05,0,0.04701716068543687,Low
3892,15748854,Sung,723,Germany,Female,28,5,91938.31,1,1,0,143481.85,0,0.27796738780206176,Low
3893,15612455,Yao,549,Germany,Male,45,6,124240.93,1,1,1,146372.51,0,0.42566374738417573,Low
3894,15664802,Chinweuba,543,France,Female,42,5,0.0,2,0,0,101905.34,0,0.07197245976772791,Low
3895,15735687,Chinweuba,595,Spain,Male,37,2,157084.99,1,1,0,134767.13,0,0.11505620527629232,Low
3896,15664734,T'ao,673,Germany,Female,25,3,108244.82,2,1,1,103573.96,0,0.05925029971136188,Low
3897,15767894,Ch'ien,741,France,Female,21,9,0.0,2,0,1,139259.54,0,0.019478866432140852,Low
3898,15666884,Su,508,Germany,Female,41,5,82161.7,2,1,0,187776.49,0,0.16643357385061716,Low
3899,15750156,Yu,662,Germany,Male,59,2,104568.41,1,1,0,8059.44,1,0.9460394192714152,High
3900,15751120,Loyau,752,France,Female,36,2,119912.46,1,1,0,124354.92,0,0.15246417413624871,Low
3901,15575748,Conti,809,France,Male,36,9,68881.59,2,0,1,109135.11,0,0.02038437228867807,Low
3902,15714610,Alexeeva,575,Spain,Male,30,2,0.0,2,1,1,82222.86,0,0.01136387398521504,Low
3903,15720305,Power,591,Spain,Female,40,1,86376.29,1,0,1,136767.16,1,0.21915888978579434,Low
3904,15678129,Hill,643,Spain,Female,45,9,150840.03,2,1,0,155516.35,0,0.2939584305098247,Low
3905,15566633,Freeman,698,Germany,Male,55,8,155059.1,2,1,1,144584.29,0,0.18864389185009928,Low
3906,15680436,Hsing,496,France,Female,29,4,0.0,2,1,0,164806.89,0,0.042706082633566435,Low
3907,15674343,Esposito,597,France,Male,44,8,78128.13,2,0,1,109153.04,0,0.08159878033491447,Low
3908,15658890,Belonwu,603,Germany,Male,46,4,98899.76,2,1,1,86190.34,0,0.22863129467272822,Low
3909,15599004,Tsao,655,Spain,Male,37,1,0.0,1,1,1,106040.97,0,0.13227689854765246,Low
3910,15726487,P'eng,431,France,Male,63,6,160982.89,1,1,1,168008.17,0,0.13030684344166593,Low
3911,15698716,Baker,620,France,Female,70,3,87926.24,2,1,0,33350.26,1,0.5256152403903376,Medium
3912,15710527,Matthews,782,France,Female,35,4,0.0,1,1,1,119565.34,0,0.13851310511415785,Low
3913,15655590,Garcia,581,Spain,Male,46,2,79385.21,2,0,0,188492.82,0,0.27684555905264846,Low
3914,15732266,Field,553,Germany,Male,53,5,127997.83,1,1,0,165378.66,1,0.876465742644617,High
3915,15669326,Gordon,658,France,Male,44,2,168396.34,1,1,1,14178.73,0,0.20842394671753287,Low
3916,15672246,Jefferies,686,Germany,Male,43,2,134896.03,1,1,1,97847.05,0,0.33404276047120096,Low
3917,15620276,Palermo,539,Spain,Male,36,6,0.0,3,1,1,118959.64,0,0.4070340964885161,Low
3918,15640258,Chou,685,France,Female,50,6,94238.75,2,1,1,50664.07,1,0.20491497753480784,Low
3919,15740283,Ewing,850,France,Male,29,1,0.0,2,0,0,152996.89,0,0.01408080447336637,Low
3920,15759717,Mazzi,763,Spain,Female,39,7,0.0,2,1,0,19458.75,0,0.05133218824103439,Low
3921,15620268,Thomson,634,Germany,Male,43,3,212696.32,1,1,0,115268.86,0,0.27677687885317726,Low
3922,15743871,Nkemdirim,567,France,Male,59,3,0.0,2,1,0,25843.7,1,0.5042567080826135,Medium
3923,15614491,Lockyer,539,France,Male,39,3,139153.68,2,1,0,147662.33,0,0.07935590908583828,Low
3924,15595047,Murray,764,France,Male,41,7,0.0,2,0,0,134878.34,0,0.03910327105604751,Low
3925,15732334,Black,653,France,Female,40,0,0.0,2,1,0,35795.85,0,0.062433012197642634,Low
3926,15701206,Torreggiani,566,Spain,Male,44,5,0.0,2,1,0,66462.79,0,0.06799304257364173,Low
3927,15581280,Atkinson,714,Germany,Male,29,6,92887.13,1,1,1,69578.49,0,0.09663103981524765,Low
3928,15651943,Richards,580,Spain,Female,65,1,0.0,2,0,1,103182.46,0,0.047159383305419834,Low
3929,15609545,Azubuike,548,France,Male,29,5,83442.98,1,0,1,177017.39,0,0.08008288119103814,Low
3930,15658548,Ignatiev,646,Germany,Female,36,6,144773.29,2,1,0,53217.3,0,0.12265717691368795,Low
3931,15626008,Miller,622,Germany,Female,52,9,111973.97,1,1,1,162756.29,1,0.6417265247729973,Medium
3932,15774133,Cox,706,France,Female,35,8,178032.53,1,0,1,42181.68,0,0.17150262506126543,Low
3933,15763798,McMillan,680,France,Male,23,5,140007.19,1,0,1,31714.08,0,0.05327339891422593,Low
3934,15758013,Napolitano,698,France,Male,37,5,98400.61,2,0,0,25017.28,0,0.047920649133907076,Low
3935,15705765,Lane,581,Spain,Female,46,1,0.0,2,1,0,104272.04,0,0.1694466863067409,Low
3936,15648362,Kennedy,728,Germany,Male,45,3,108924.33,2,1,0,84300.4,1,0.33538832621216813,Low
3937,15761102,T'ao,707,Spain,Female,32,4,132835.56,1,0,0,136877.24,0,0.14108876009164426,Low
3938,15610165,Hsiung,761,France,Female,26,1,0.0,2,1,1,199409.19,0,0.017070793130769115,Low
3939,15723717,Heath,483,Germany,Male,41,1,118334.44,1,0,0,163147.99,1,0.4614480210326949,Medium
3940,15654611,Parry,736,Germany,Female,25,9,81732.88,2,1,0,136497.28,0,0.058192292074148,Low
3941,15659736,Herbert,716,Germany,Male,66,5,121411.9,1,0,0,10070.4,1,0.8831332447359419,High
3942,15603170,Kang,654,France,Male,32,9,121455.65,1,1,0,190068.53,1,0.08796112132916842,Low
3943,15786167,Andreyeva,649,Spain,Male,20,5,0.0,2,1,1,58309.54,0,0.009415318867145025,Low
3944,15671915,Bowen,649,France,Male,46,5,0.0,2,1,1,76946.6,0,0.04906416900170466,Low
3945,15794792,Golubev,612,France,Female,31,8,117989.76,1,1,1,54129.86,0,0.0709123335828399,Low
3946,15652789,Hancock,657,Spain,Male,40,10,0.0,2,1,1,52990.7,0,0.02238107459883008,Low
3947,15739168,Fowler,511,France,Female,31,5,137411.29,1,0,1,161854.98,0,0.09788099782512909,Low
3948,15719950,Sutherland,682,France,Male,61,10,73688.2,1,1,1,172141.33,0,0.2019197930394074,Low
3949,15743818,Rowley,748,Spain,Male,58,9,122330.7,2,0,1,124429.19,0,0.14264000864516543,Low
3950,15717937,Gibbons,554,Germany,Male,43,5,99906.89,1,0,0,24983.39,0,0.5260924088629428,Medium
3951,15602841,Lockett,794,Spain,Female,28,5,0.0,2,0,1,86699.98,0,0.018824194060764313,Low
3952,15619972,Akabueze,807,France,Female,47,9,167664.83,1,0,0,125440.11,1,0.6782994536870253,Medium
